tool,sample,nb_of_samples,recalls_wrt_truth_probes,ref,tool_and_ref
Pandora illumina no denovo,063_STEC,14,0.9683210137275609,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,063_STEC,14,0.9683210137275609,PRG,Pandora illumina with denovo / PRG
Snippy,063_STEC,14,0.9636445919444864,LF82,Snippy / LF82 (NC_011993.1)
Snippy,063_STEC,14,0.9672650475184794,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,063_STEC,14,0.9333232765122944,C4,Snippy / C4 (CP010121.1)
Snippy,063_STEC,14,0.8655905868155076,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,063_STEC,14,0.9704329461457232,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,063_STEC,14,0.8218434152964248,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,063_STEC,14,0.9574596470055816,CE10,Snippy / CE10 (NC_017646.1)
Snippy,063_STEC,14,0.9452406094433552,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,063_STEC,14,0.9037562226580178,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,063_STEC,14,0.9640971488912354,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,063_STEC,14,0.8889726957308794,S21,Snippy / S21 (CP010230.1)
Snippy,063_STEC,14,0.9681701614119776,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,063_STEC,14,0.9008900286619399,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,063_STEC,14,0.9609292502639916,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,063_STEC,14,0.9746568109820486,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,063_STEC,14,0.9372454367174536,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,063_STEC,14,0.9803891989742044,S88,Snippy / S88 (NC_011742.1)
Snippy,063_STEC,14,0.8674008146025042,H7,Snippy / H7 (CP010171.1)
Snippy,063_STEC,14,0.8735857595414089,W3110,Snippy / W3110 (NC_007779.1)
Snippy,063_STEC,14,0.9642480012068184,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,063_STEC,14,0.8195806305626792,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,063_STEC,14,0.9266857746266404,C1,Snippy / C1 (CP010116.1)
Snippy,063_STEC,14,0.8566903001961079,S1,Snippy / S1 (CP010226.1)
Snippy,063_STEC,14,0.8741891688037411,H6,Snippy / H6 (CP010170.1)
