tool,sample,nb_of_samples,recalls_wrt_truth_probes,ref,tool_and_ref
Pandora illumina no denovo,063_STEC,6,0.921511811023622,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,063_STEC,6,0.922771653543307,PRG,Pandora illumina with denovo / PRG
Snippy,063_STEC,6,0.90948031496063,LF82,Snippy / LF82 (NC_011993.1)
Snippy,063_STEC,6,0.9091653543307088,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,063_STEC,6,0.8694173228346457,C4,Snippy / C4 (CP010121.1)
Snippy,063_STEC,6,0.8543622047244095,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,063_STEC,6,0.9062047244094488,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,063_STEC,6,0.8490708661417323,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,063_STEC,6,0.8882519685039371,CE10,Snippy / CE10 (NC_017646.1)
Snippy,063_STEC,6,0.8626141732283464,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,063_STEC,6,0.8771023622047244,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,063_STEC,6,0.881259842519685,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,063_STEC,6,0.8931653543307086,S21,Snippy / S21 (CP010230.1)
Snippy,063_STEC,6,0.8995905511811023,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,063_STEC,6,0.9049448818897636,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,063_STEC,6,0.8748976377952756,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,063_STEC,6,0.9062677165354328,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,063_STEC,6,0.8762204724409449,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,063_STEC,6,0.9483464566929134,S88,Snippy / S88 (NC_011742.1)
Snippy,063_STEC,6,0.8561259842519685,H7,Snippy / H7 (CP010171.1)
Snippy,063_STEC,6,0.8591496062992126,W3110,Snippy / W3110 (NC_007779.1)
Snippy,063_STEC,6,0.9161574803149606,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,063_STEC,6,0.8667086614173228,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,063_STEC,6,0.8308031496062992,C1,Snippy / C1 (CP010116.1)
Snippy,063_STEC,6,0.8425826771653543,S1,Snippy / S1 (CP010226.1)
Snippy,063_STEC,6,0.8677165354330708,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,CFT073,6,0.8932550616988141,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,CFT073,6,0.9020007188211332,PRG,Pandora illumina with denovo / PRG
Snippy,CFT073,6,0.8625853600095843,LF82,Snippy / LF82 (NC_011993.1)
Snippy,CFT073,6,0.8327542829759195,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,CFT073,6,0.7198993650413322,C4,Snippy / C4 (CP010121.1)
Snippy,CFT073,6,0.6774889181741943,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,CFT073,6,0.8397028872648856,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,CFT073,6,0.6871930034743021,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,CFT073,6,0.8434167964538157,CE10,Snippy / CE10 (NC_017646.1)
Snippy,CFT073,6,0.7022882472744699,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,CFT073,6,0.7373906792859709,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,CFT073,6,0.8091529890978795,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,CFT073,6,0.7315203066970168,S21,Snippy / S21 (CP010230.1)
Snippy,CFT073,6,0.7680603809752007,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,CFT073,6,0.7403857673415598,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,CFT073,6,0.8111896489756799,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,CFT073,6,0.8395830837426619,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,CFT073,6,0.7365520546304062,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,CFT073,6,0.9113453935545706,S88,Snippy / S88 (NC_011742.1)
Snippy,CFT073,6,0.7329579489636995,H7,Snippy / H7 (CP010171.1)
Snippy,CFT073,6,0.6868335929076315,W3110,Snippy / W3110 (NC_007779.1)
Snippy,CFT073,6,0.8800766742542231,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,CFT073,6,0.6936623936743741,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,CFT073,6,0.6683838504852042,C1,Snippy / C1 (CP010116.1)
Snippy,CFT073,6,0.7051635318078352,S1,Snippy / S1 (CP010226.1)
Snippy,CFT073,6,0.7021684437522463,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,Escherichia_coli_MINF_1A,6,0.9229972375690608,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,Escherichia_coli_MINF_1A,6,0.9174033149171272,PRG,Pandora illumina with denovo / PRG
Snippy,Escherichia_coli_MINF_1A,6,0.8178176795580111,LF82,Snippy / LF82 (NC_011993.1)
Snippy,Escherichia_coli_MINF_1A,6,0.8572513812154696,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,Escherichia_coli_MINF_1A,6,0.8231353591160221,C4,Snippy / C4 (CP010121.1)
Snippy,Escherichia_coli_MINF_1A,6,0.8142955801104972,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,Escherichia_coli_MINF_1A,6,0.8591160220994475,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,Escherichia_coli_MINF_1A,6,0.8414364640883978,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,Escherichia_coli_MINF_1A,6,0.9029005524861878,CE10,Snippy / CE10 (NC_017646.1)
Snippy,Escherichia_coli_MINF_1A,6,0.8460635359116022,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,Escherichia_coli_MINF_1A,6,0.8723066298342541,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,Escherichia_coli_MINF_1A,6,0.8928867403314917,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,Escherichia_coli_MINF_1A,6,0.8580110497237569,S21,Snippy / S21 (CP010230.1)
Snippy,Escherichia_coli_MINF_1A,6,0.9531077348066298,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,Escherichia_coli_MINF_1A,6,0.8854281767955801,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,Escherichia_coli_MINF_1A,6,0.8825276243093922,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,Escherichia_coli_MINF_1A,6,0.8598066298342542,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,Escherichia_coli_MINF_1A,6,0.8455801104972376,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,Escherichia_coli_MINF_1A,6,0.8899171270718232,S88,Snippy / S88 (NC_011742.1)
Snippy,Escherichia_coli_MINF_1A,6,0.8242403314917127,H7,Snippy / H7 (CP010171.1)
Snippy,Escherichia_coli_MINF_1A,6,0.820303867403315,W3110,Snippy / W3110 (NC_007779.1)
Snippy,Escherichia_coli_MINF_1A,6,0.8218922651933702,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,Escherichia_coli_MINF_1A,6,0.8660220994475138,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,Escherichia_coli_MINF_1A,6,0.8117403314917127,C1,Snippy / C1 (CP010116.1)
Snippy,Escherichia_coli_MINF_1A,6,0.7765193370165746,S1,Snippy / S1 (CP010226.1)
Snippy,Escherichia_coli_MINF_1A,6,0.8232734806629834,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,Escherichia_coli_MINF_1D,6,0.8917658035922557,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,Escherichia_coli_MINF_1D,6,0.8985304408677397,PRG,Pandora illumina with denovo / PRG
Snippy,Escherichia_coli_MINF_1D,6,0.8689059948682062,LF82,Snippy / LF82 (NC_011993.1)
Snippy,Escherichia_coli_MINF_1D,6,0.8535106134826219,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,Escherichia_coli_MINF_1D,6,0.7241660835082808,C4,Snippy / C4 (CP010121.1)
Snippy,Escherichia_coli_MINF_1D,6,0.6756473058082575,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,Escherichia_coli_MINF_1D,6,0.8451131327268486,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,Escherichia_coli_MINF_1D,6,0.6993235362724516,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,Escherichia_coli_MINF_1D,6,0.8257522743177047,CE10,Snippy / CE10 (NC_017646.1)
Snippy,Escherichia_coli_MINF_1D,6,0.7077210170282249,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,Escherichia_coli_MINF_1D,6,0.7236995567996268,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,Escherichia_coli_MINF_1D,6,0.8143223699556801,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,Escherichia_coli_MINF_1D,6,0.7235829251224632,S21,Snippy / S21 (CP010230.1)
Snippy,Escherichia_coli_MINF_1D,6,0.7849311873104735,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,Escherichia_coli_MINF_1D,6,0.7269652437602053,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,Escherichia_coli_MINF_1D,6,0.8227198507114533,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,Escherichia_coli_MINF_1D,6,0.8447632376953581,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,Escherichia_coli_MINF_1D,6,0.7407277816655004,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,Escherichia_coli_MINF_1D,6,0.9029624445999532,S88,Snippy / S88 (NC_011742.1)
Snippy,Escherichia_coli_MINF_1D,6,0.7312806158152554,H7,Snippy / H7 (CP010171.1)
Snippy,Escherichia_coli_MINF_1D,6,0.6846279449498484,W3110,Snippy / W3110 (NC_007779.1)
Snippy,Escherichia_coli_MINF_1D,6,0.9285047818987636,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,Escherichia_coli_MINF_1D,6,0.6856776300443199,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,Escherichia_coli_MINF_1D,6,0.6861441567529741,C1,Snippy / C1 (CP010116.1)
Snippy,Escherichia_coli_MINF_1D,6,0.6899930020993702,S1,Snippy / S1 (CP010226.1)
Snippy,Escherichia_coli_MINF_1D,6,0.6957079542803826,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,Escherichia_coli_MINF_7C,6,0.9104665137113516,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,Escherichia_coli_MINF_7C,6,0.9097017371353656,PRG,Pandora illumina with denovo / PRG
Snippy,Escherichia_coli_MINF_7C,6,0.8130121271714192,LF82,Snippy / LF82 (NC_011993.1)
Snippy,Escherichia_coli_MINF_7C,6,0.8356276630612913,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,Escherichia_coli_MINF_7C,6,0.8857205287883754,C4,Snippy / C4 (CP010121.1)
Snippy,Escherichia_coli_MINF_7C,6,0.8088604829017808,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,Escherichia_coli_MINF_7C,6,0.8389052769583744,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,Escherichia_coli_MINF_7C,6,0.8419097563640336,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,Escherichia_coli_MINF_7C,6,0.8740303725554464,CE10,Snippy / CE10 (NC_017646.1)
Snippy,Escherichia_coli_MINF_7C,6,0.8759969408936961,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,Escherichia_coli_MINF_7C,6,0.8592811100185731,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,Escherichia_coli_MINF_7C,6,0.8626133508139407,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,Escherichia_coli_MINF_7C,6,0.8182563094067519,S21,Snippy / S21 (CP010230.1)
