tool,sample,nb_of_samples,recalls_wrt_truth_probes,ref,tool_and_ref
Pandora illumina no denovo,063_STEC,11,0.9712319096364278,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,063_STEC,11,0.9712319096364278,PRG,Pandora illumina with denovo / PRG
Snippy,063_STEC,11,0.927020825979527,LF82,Snippy / LF82 (NC_011993.1)
Snippy,063_STEC,11,0.9470525944228732,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,063_STEC,11,0.92622661489587,C4,Snippy / C4 (CP010121.1)
Snippy,063_STEC,11,0.8765442993293329,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,063_STEC,11,0.9511118955171196,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,063_STEC,11,0.8942816801976703,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,063_STEC,11,0.9444934698199788,CE10,Snippy / CE10 (NC_017646.1)
Snippy,063_STEC,11,0.924108718672785,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,063_STEC,11,0.9114895870102364,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,063_STEC,11,0.9657606777267914,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,063_STEC,11,0.8922520296505472,S21,Snippy / S21 (CP010230.1)
Snippy,063_STEC,11,0.962495587716202,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,063_STEC,11,0.9121955524179316,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,063_STEC,11,0.9575538298623368,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,063_STEC,11,0.9530533003882808,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,063_STEC,11,0.92481468408048,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,063_STEC,11,0.9517296152488528,S88,Snippy / S88 (NC_011742.1)
Snippy,063_STEC,11,0.8816625485351218,H7,Snippy / H7 (CP010171.1)
Snippy,063_STEC,11,0.8842216731380163,W3110,Snippy / W3110 (NC_007779.1)
Snippy,063_STEC,11,0.9294917049064596,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,063_STEC,11,0.8798976350158842,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,063_STEC,11,0.8884574655841864,C1,Snippy / C1 (CP010116.1)
Snippy,063_STEC,11,0.8770737733851042,S1,Snippy / S1 (CP010226.1)
Snippy,063_STEC,11,0.8848393928697493,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,CFT073,11,0.9139869281045752,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,CFT073,11,0.9139869281045752,PRG,Pandora illumina with denovo / PRG
Snippy,CFT073,11,0.8496732026143791,LF82,Snippy / LF82 (NC_011993.1)
Snippy,CFT073,11,0.8745098039215686,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,CFT073,11,0.7385620915032679,C4,Snippy / C4 (CP010121.1)
Snippy,CFT073,11,0.5916339869281045,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,CFT073,11,0.8776470588235294,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,CFT073,11,0.5244444444444445,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,CFT073,11,0.8384313725490196,CE10,Snippy / CE10 (NC_017646.1)
Snippy,CFT073,11,0.7796078431372551,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,CFT073,11,0.7019607843137254,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,CFT073,11,0.8423529411764706,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,CFT073,11,0.6227450980392157,S21,Snippy / S21 (CP010230.1)
Snippy,CFT073,11,0.8201307189542484,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,CFT073,11,0.6564705882352941,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,CFT073,11,0.8156862745098039,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,CFT073,11,0.8818300653594772,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,CFT073,11,0.7686274509803922,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,CFT073,11,0.9053594771241832,S88,Snippy / S88 (NC_011742.1)
Snippy,CFT073,11,0.5939869281045752,H7,Snippy / H7 (CP010171.1)
Snippy,CFT073,11,0.5976470588235294,W3110,Snippy / W3110 (NC_007779.1)
Snippy,CFT073,11,0.8512418300653595,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,CFT073,11,0.5419607843137255,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,CFT073,11,0.7466666666666667,C1,Snippy / C1 (CP010116.1)
Snippy,CFT073,11,0.5952941176470589,S1,Snippy / S1 (CP010226.1)
Snippy,CFT073,11,0.5966013071895425,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,Escherichia_coli_MINF_1A,11,0.9412904475876768,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,Escherichia_coli_MINF_1A,11,0.9412904475876768,PRG,Pandora illumina with denovo / PRG
Snippy,Escherichia_coli_MINF_1A,11,0.801007556675063,LF82,Snippy / LF82 (NC_011993.1)
Snippy,Escherichia_coli_MINF_1A,11,0.8752179810114319,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,Escherichia_coli_MINF_1A,11,0.8647548924627009,C4,Snippy / C4 (CP010121.1)
Snippy,Escherichia_coli_MINF_1A,11,0.7885099786863011,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,Escherichia_coli_MINF_1A,11,0.8817089711296261,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,Escherichia_coli_MINF_1A,11,0.8024607634179423,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,Escherichia_coli_MINF_1A,11,0.9139701608215464,CE10,Snippy / CE10 (NC_017646.1)
Snippy,Escherichia_coli_MINF_1A,11,0.8762836659562099,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,Escherichia_coli_MINF_1A,11,0.8589420654911839,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,Escherichia_coli_MINF_1A,11,0.9396434799457468,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,Escherichia_coli_MINF_1A,11,0.8106956016275916,S21,Snippy / S21 (CP010230.1)
Snippy,Escherichia_coli_MINF_1A,11,0.9573726022088742,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,Escherichia_coli_MINF_1A,11,0.8469288897500484,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,Escherichia_coli_MINF_1A,11,0.9326680875799264,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,Escherichia_coli_MINF_1A,11,0.8819996124782019,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,Escherichia_coli_MINF_1A,11,0.8737647742685526,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,Escherichia_coli_MINF_1A,11,0.8650455338112769,S88,Snippy / S88 (NC_011742.1)
Snippy,Escherichia_coli_MINF_1A,11,0.7821158690176322,H7,Snippy / H7 (CP010171.1)
Snippy,Escherichia_coli_MINF_1A,11,0.797616740941678,W3110,Snippy / W3110 (NC_007779.1)
Snippy,Escherichia_coli_MINF_1A,11,0.8004262739779112,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,Escherichia_coli_MINF_1A,11,0.7869598914938966,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,Escherichia_coli_MINF_1A,11,0.8408254214299554,C1,Snippy / C1 (CP010116.1)
Snippy,Escherichia_coli_MINF_1A,11,0.7808564231738035,S1,Snippy / S1 (CP010226.1)
Snippy,Escherichia_coli_MINF_1A,11,0.7910288703739585,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,Escherichia_coli_MINF_1D,11,0.8973223698081383,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,Escherichia_coli_MINF_1D,11,0.8973223698081383,PRG,Pandora illumina with denovo / PRG
Snippy,Escherichia_coli_MINF_1D,11,0.7571157495256167,LF82,Snippy / LF82 (NC_011993.1)
Snippy,Escherichia_coli_MINF_1D,11,0.8642209572000843,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,Escherichia_coli_MINF_1D,11,0.6799493991144845,C4,Snippy / C4 (CP010121.1)
Snippy,Escherichia_coli_MINF_1D,11,0.5285684166139574,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,Escherichia_coli_MINF_1D,11,0.9036474804975754,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,Escherichia_coli_MINF_1D,11,0.5585072738772928,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,Escherichia_coli_MINF_1D,11,0.7299177735610373,CE10,Snippy / CE10 (NC_017646.1)
Snippy,Escherichia_coli_MINF_1D,11,0.6845878136200717,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,Escherichia_coli_MINF_1D,11,0.7499472907442547,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,Escherichia_coli_MINF_1D,11,0.8328062407758803,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,Escherichia_coli_MINF_1D,11,0.5656757326586549,S21,Snippy / S21 (CP010230.1)
Snippy,Escherichia_coli_MINF_1D,11,0.8425047438330171,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,Escherichia_coli_MINF_1D,11,0.716213367067257,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,Escherichia_coli_MINF_1D,11,0.8844613114062829,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,Escherichia_coli_MINF_1D,11,0.9055450137044064,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,Escherichia_coli_MINF_1D,11,0.6736242884250474,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,Escherichia_coli_MINF_1D,11,0.9101834282099937,S88,Snippy / S88 (NC_011742.1)
Snippy,Escherichia_coli_MINF_1D,11,0.5262492093611638,H7,Snippy / H7 (CP010171.1)
Snippy,Escherichia_coli_MINF_1D,11,0.5346826902804133,W3110,Snippy / W3110 (NC_007779.1)
Snippy,Escherichia_coli_MINF_1D,11,0.8119333755007379,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,Escherichia_coli_MINF_1D,11,0.4880877082015602,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,Escherichia_coli_MINF_1D,11,0.6489563567362429,C1,Snippy / C1 (CP010116.1)
Snippy,Escherichia_coli_MINF_1D,11,0.5327851570735821,S1,Snippy / S1 (CP010226.1)
Snippy,Escherichia_coli_MINF_1D,11,0.5142314990512334,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,Escherichia_coli_MINF_7C,11,0.9419406928948914,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,Escherichia_coli_MINF_7C,11,0.9419406928948914,PRG,Pandora illumina with denovo / PRG
Snippy,Escherichia_coli_MINF_7C,11,0.8342630651790958,LF82,Snippy / LF82 (NC_011993.1)
Snippy,Escherichia_coli_MINF_7C,11,0.887918379330593,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,Escherichia_coli_MINF_7C,11,0.8997357604227834,C4,Snippy / C4 (CP010121.1)
Snippy,Escherichia_coli_MINF_7C,11,0.8079125073399882,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,Escherichia_coli_MINF_7C,11,0.8926893716970052,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,Escherichia_coli_MINF_7C,11,0.8512918379330593,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,Escherichia_coli_MINF_7C,11,0.9095713446858484,CE10,Snippy / CE10 (NC_017646.1)
Snippy,Escherichia_coli_MINF_7C,11,0.8785231943628891,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,Escherichia_coli_MINF_7C,11,0.8848355842630652,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,Escherichia_coli_MINF_7C,11,0.9453904873752202,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,Escherichia_coli_MINF_7C,11,0.8380798590722255,S21,Snippy / S21 (CP010230.1)
Snippy,Escherichia_coli_MINF_7C,11,0.937096300645919,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,Escherichia_coli_MINF_7C,11,0.8691280093951851,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,Escherichia_coli_MINF_7C,11,0.94135349383441,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,Escherichia_coli_MINF_7C,11,0.8940839694656488,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,Escherichia_coli_MINF_7C,11,0.9189665296535524,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,Escherichia_coli_MINF_7C,11,0.8912947739283618,S88,Snippy / S88 (NC_011742.1)
Snippy,Escherichia_coli_MINF_7C,11,0.8010863182618908,H7,Snippy / H7 (CP010171.1)
Snippy,Escherichia_coli_MINF_7C,11,0.8145184967704052,W3110,Snippy / W3110 (NC_007779.1)
Snippy,Escherichia_coli_MINF_7C,11,0.8349236641221374,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,Escherichia_coli_MINF_7C,11,0.8293452730475631,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,Escherichia_coli_MINF_7C,11,0.8406488549618321,C1,Snippy / C1 (CP010116.1)
Snippy,Escherichia_coli_MINF_7C,11,0.8027011156782149,S1,Snippy / S1 (CP010226.1)
Snippy,Escherichia_coli_MINF_7C,11,0.8103347034644744,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,Escherichia_coli_MINF_8D,11,0.9003534111862324,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,Escherichia_coli_MINF_8D,11,0.9003534111862324,PRG,Pandora illumina with denovo / PRG
Snippy,Escherichia_coli_MINF_8D,11,0.7178088506453596,LF82,Snippy / LF82 (NC_011993.1)
Snippy,Escherichia_coli_MINF_8D,11,0.7732790411800861,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,Escherichia_coli_MINF_8D,11,0.8131530424093424,C4,Snippy / C4 (CP010121.1)
Snippy,Escherichia_coli_MINF_8D,11,0.8631684081130916,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,Escherichia_coli_MINF_8D,11,0.7799631223110018,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,Escherichia_coli_MINF_8D,11,0.9315457897971728,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,Escherichia_coli_MINF_8D,11,0.8590964966195451,CE10,Snippy / CE10 (NC_017646.1)
Snippy,Escherichia_coli_MINF_8D,11,0.8614013521819299,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,Escherichia_coli_MINF_8D,11,0.9540565457897972,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,Escherichia_coli_MINF_8D,11,0.9186385986478179,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,Escherichia_coli_MINF_8D,11,0.876459741856177,S21,Snippy / S21 (CP010230.1)
Snippy,Escherichia_coli_MINF_8D,11,0.8755377996312231,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,Escherichia_coli_MINF_8D,11,0.9250153657037492,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,Escherichia_coli_MINF_8D,11,0.916717885679164,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,Escherichia_coli_MINF_8D,11,0.7841118623232944,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,Escherichia_coli_MINF_8D,11,0.8481868469575906,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,Escherichia_coli_MINF_8D,11,0.7778119237861094,S88,Snippy / S88 (NC_011742.1)
Snippy,Escherichia_coli_MINF_8D,11,0.8705439459127228,H7,Snippy / H7 (CP010171.1)
Snippy,Escherichia_coli_MINF_8D,11,0.8746926859250154,W3110,Snippy / W3110 (NC_007779.1)
Snippy,Escherichia_coli_MINF_8D,11,0.7110479409956976,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,Escherichia_coli_MINF_8D,11,0.9271665642286416,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,Escherichia_coli_MINF_8D,11,0.8304394591272279,C1,Snippy / C1 (CP010116.1)
Snippy,Escherichia_coli_MINF_8D,11,0.826060233558697,S1,Snippy / S1 (CP010226.1)
Snippy,Escherichia_coli_MINF_8D,11,0.8482636754763369,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,Escherichia_coli_MINF_9A,11,0.9262663668826876,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,Escherichia_coli_MINF_9A,11,0.9262663668826876,PRG,Pandora illumina with denovo / PRG
Snippy,Escherichia_coli_MINF_9A,11,0.7738394392276154,LF82,Snippy / LF82 (NC_011993.1)
Snippy,Escherichia_coli_MINF_9A,11,0.8327602169025261,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,Escherichia_coli_MINF_9A,11,0.8291892606798043,C4,Snippy / C4 (CP010121.1)
Snippy,Escherichia_coli_MINF_9A,11,0.7938103425472821,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,Escherichia_coli_MINF_9A,11,0.8370585901335802,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,Escherichia_coli_MINF_9A,11,0.8451924348631134,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,Escherichia_coli_MINF_9A,11,0.903650310805449,CE10,Snippy / CE10 (NC_017646.1)
Snippy,Escherichia_coli_MINF_9A,11,0.8717762200767094,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,Escherichia_coli_MINF_9A,11,0.8784552307895781,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,Escherichia_coli_MINF_9A,11,0.9587356169818808,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,Escherichia_coli_MINF_9A,11,0.8229070228805714,S21,Snippy / S21 (CP010230.1)
