tool,sample,nb_of_samples,recalls_wrt_truth_probes,ref,tool_and_ref
Pandora illumina no denovo,063_STEC,16,0.9025925925925926,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,063_STEC,16,0.9125925925925926,PRG,Pandora illumina with denovo / PRG
Snippy,063_STEC,16,0.9760493827160494,LF82,Snippy / LF82 (NC_011993.1)
Snippy,063_STEC,16,0.9669135802469137,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,063_STEC,16,0.9706172839506172,C4,Snippy / C4 (CP010121.1)
Snippy,063_STEC,16,0.9241975308641976,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,063_STEC,16,0.964567901234568,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,063_STEC,16,0.8687654320987654,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,063_STEC,16,0.9801234567901236,CE10,Snippy / CE10 (NC_017646.1)
Snippy,063_STEC,16,0.9780246913580248,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,063_STEC,16,0.9722222222222222,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,063_STEC,16,0.9650617283950618,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,063_STEC,16,0.9660493827160492,S21,Snippy / S21 (CP010230.1)
Snippy,063_STEC,16,0.9720987654320988,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,063_STEC,16,0.9685185185185186,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,063_STEC,16,0.9601234567901236,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,063_STEC,16,0.9660493827160492,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,063_STEC,16,0.9751851851851852,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,063_STEC,16,0.9664197530864198,S88,Snippy / S88 (NC_011742.1)
Snippy,063_STEC,16,0.9441975308641976,H7,Snippy / H7 (CP010171.1)
Snippy,063_STEC,16,0.9362962962962964,W3110,Snippy / W3110 (NC_007779.1)
Snippy,063_STEC,16,0.9751851851851852,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,063_STEC,16,0.9353086419753086,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,063_STEC,16,0.9630864197530864,C1,Snippy / C1 (CP010116.1)
Snippy,063_STEC,16,0.9161728395061728,S1,Snippy / S1 (CP010226.1)
Snippy,063_STEC,16,0.9420987654320988,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,CFT073,16,0.9413490839321321,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,CFT073,16,0.9421391219291976,PRG,Pandora illumina with denovo / PRG
Snippy,CFT073,16,0.9950340468755878,LF82,Snippy / LF82 (NC_011993.1)
Snippy,CFT073,16,0.987735600616982,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,CFT073,16,0.9809262254994168,C4,Snippy / C4 (CP010121.1)
Snippy,CFT073,16,0.9694518641134644,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,CFT073,16,0.9872465294759416,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,CFT073,16,0.9477822504796658,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,CFT073,16,0.9896542643241412,CE10,Snippy / CE10 (NC_017646.1)
Snippy,CFT073,16,0.988939468041082,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,CFT073,16,0.9890147097550882,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,CFT073,16,0.9865693540498852,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,CFT073,16,0.9795718746473044,S21,Snippy / S21 (CP010230.1)
Snippy,CFT073,16,0.9859674203378352,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,CFT073,16,0.9796094955043076,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,CFT073,16,0.9802114292163576,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,CFT073,16,0.9874346337609572,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,CFT073,16,0.9866445957638916,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,CFT073,16,0.993228245739438,S88,Snippy / S88 (NC_011742.1)
Snippy,CFT073,16,0.9736277792408112,H7,Snippy / H7 (CP010171.1)
Snippy,CFT073,16,0.9790075617922576,W3110,Snippy / W3110 (NC_007779.1)
Snippy,CFT073,16,0.9962755351566908,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,CFT073,16,0.9592566118656184,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,CFT073,16,0.9551183175952748,C1,Snippy / C1 (CP010116.1)
Snippy,CFT073,16,0.9525600993190624,S1,Snippy / S1 (CP010226.1)
Snippy,CFT073,16,0.984387344343704,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,Escherichia_coli_MINF_1A,16,0.8926076360682372,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,Escherichia_coli_MINF_1A,16,0.8957757920389927,PRG,Pandora illumina with denovo / PRG
Snippy,Escherichia_coli_MINF_1A,16,0.9467099918765232,LF82,Snippy / LF82 (NC_011993.1)
Snippy,Escherichia_coli_MINF_1A,16,0.9453290008123476,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,Escherichia_coli_MINF_1A,16,0.9671811535337124,C4,Snippy / C4 (CP010121.1)
Snippy,Escherichia_coli_MINF_1A,16,0.9177091795288383,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,Escherichia_coli_MINF_1A,16,0.9438667749796912,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,Escherichia_coli_MINF_1A,16,0.8498781478472787,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,Escherichia_coli_MINF_1A,16,0.9802599512591388,CE10,Snippy / CE10 (NC_017646.1)
Snippy,Escherichia_coli_MINF_1A,16,0.9756295694557272,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,Escherichia_coli_MINF_1A,16,0.9788789601949636,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,Escherichia_coli_MINF_1A,16,0.9727051177904142,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,Escherichia_coli_MINF_1A,16,0.9632006498781478,S21,Snippy / S21 (CP010230.1)
