tool,sample,nb_of_samples,recalls_wrt_truth_probes,ref,tool_and_ref
Pandora illumina no denovo,063_STEC,10,0.916917626217892,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,063_STEC,10,0.9237378210806024,PRG,Pandora illumina with denovo / PRG
Snippy,063_STEC,10,0.9441984056687334,LF82,Snippy / LF82 (NC_011993.1)
Snippy,063_STEC,10,0.9622674933569528,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,063_STEC,10,0.8989371124889283,C4,Snippy / C4 (CP010121.1)
Snippy,063_STEC,10,0.875287865367582,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,063_STEC,10,0.9641275465013286,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,063_STEC,10,0.8941541186891054,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,063_STEC,10,0.9270150575730736,CE10,Snippy / CE10 (NC_017646.1)
Snippy,063_STEC,10,0.9032772364924712,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,063_STEC,10,0.9196634189548272,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,063_STEC,10,0.9559787422497784,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,063_STEC,10,0.8868024800708592,S21,Snippy / S21 (CP010230.1)
Snippy,063_STEC,10,0.9438441098317096,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,063_STEC,10,0.9130203720106288,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,063_STEC,10,0.9334809565987601,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,063_STEC,10,0.9640389725420726,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,063_STEC,10,0.9008857395925598,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,063_STEC,10,0.9689105403011514,S88,Snippy / S88 (NC_011742.1)
Snippy,063_STEC,10,0.8774136403897255,H7,Snippy / H7 (CP010171.1)
Snippy,063_STEC,10,0.8822852081488043,W3110,Snippy / W3110 (NC_007779.1)
Snippy,063_STEC,10,0.9429583702391496,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,063_STEC,10,0.8731620903454385,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,063_STEC,10,0.8562444641275465,C1,Snippy / C1 (CP010116.1)
Snippy,063_STEC,10,0.8733392382639504,S1,Snippy / S1 (CP010226.1)
Snippy,063_STEC,10,0.8790965456155891,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,CFT073,10,0.8416646146269392,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,CFT073,10,0.8433883279980301,PRG,Pandora illumina with denovo / PRG
Snippy,CFT073,10,0.8101452844127063,LF82,Snippy / LF82 (NC_011993.1)
Snippy,CFT073,10,0.7929081507017975,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,CFT073,10,0.6732331937946319,C4,Snippy / C4 (CP010121.1)
Snippy,CFT073,10,0.5237626200443241,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,CFT073,10,0.7948781088401872,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,CFT073,10,0.531888697365181,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,CFT073,10,0.7943856193055897,CE10,Snippy / CE10 (NC_017646.1)
Snippy,CFT073,10,0.6983501600590988,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,CFT073,10,0.6449150455552819,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,CFT073,10,0.7761635065254864,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,CFT073,10,0.6220142821965033,S21,Snippy / S21 (CP010230.1)
Snippy,CFT073,10,0.7458754001477469,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,CFT073,10,0.6628909135680867,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,CFT073,10,0.7527702536321104,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,CFT073,10,0.7970943117458754,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,CFT073,10,0.6434375769514897,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,CFT073,10,0.8933760157596651,S88,Snippy / S88 (NC_011742.1)
Snippy,CFT073,10,0.5023393252893376,H7,Snippy / H7 (CP010171.1)
Snippy,CFT073,10,0.5286875153902979,W3110,Snippy / W3110 (NC_007779.1)
Snippy,CFT073,10,0.816793893129771,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,CFT073,10,0.5478946072395962,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,CFT073,10,0.6552573257818272,C1,Snippy / C1 (CP010116.1)
Snippy,CFT073,10,0.5838463432652056,S1,Snippy / S1 (CP010226.1)
Snippy,CFT073,10,0.5158827874907658,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,Escherichia_coli_MINF_1A,10,0.8919797687861272,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,Escherichia_coli_MINF_1A,10,0.8924313583815029,PRG,Pandora illumina with denovo / PRG
Snippy,Escherichia_coli_MINF_1A,10,0.7687861271676301,LF82,Snippy / LF82 (NC_011993.1)
Snippy,Escherichia_coli_MINF_1A,10,0.8185513005780347,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,Escherichia_coli_MINF_1A,10,0.8594653179190751,C4,Snippy / C4 (CP010121.1)
Snippy,Escherichia_coli_MINF_1A,10,0.7193822254335259,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,Escherichia_coli_MINF_1A,10,0.8207189306358381,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,Escherichia_coli_MINF_1A,10,0.7897398843930635,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,Escherichia_coli_MINF_1A,10,0.8845736994219653,CE10,Snippy / CE10 (NC_017646.1)
Snippy,Escherichia_coli_MINF_1A,10,0.8610910404624278,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,Escherichia_coli_MINF_1A,10,0.7841401734104047,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,Escherichia_coli_MINF_1A,10,0.8911669075144508,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,Escherichia_coli_MINF_1A,10,0.7714053468208093,S21,Snippy / S21 (CP010230.1)
Snippy,Escherichia_coli_MINF_1A,10,0.961885838150289,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,Escherichia_coli_MINF_1A,10,0.8131322254335259,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,Escherichia_coli_MINF_1A,10,0.8877348265895953,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,Escherichia_coli_MINF_1A,10,0.8210802023121387,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,Escherichia_coli_MINF_1A,10,0.841853323699422,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,Escherichia_coli_MINF_1A,10,0.8347182080924855,S88,Snippy / S88 (NC_011742.1)
Snippy,Escherichia_coli_MINF_1A,10,0.7400650289017341,H7,Snippy / H7 (CP010171.1)
Snippy,Escherichia_coli_MINF_1A,10,0.7271495664739884,W3110,Snippy / W3110 (NC_007779.1)
Snippy,Escherichia_coli_MINF_1A,10,0.7677926300578035,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,Escherichia_coli_MINF_1A,10,0.7445809248554913,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,Escherichia_coli_MINF_1A,10,0.8266799132947977,C1,Snippy / C1 (CP010116.1)
Snippy,Escherichia_coli_MINF_1A,10,0.7291365606936416,S1,Snippy / S1 (CP010226.1)
Snippy,Escherichia_coli_MINF_1A,10,0.713150289017341,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,Escherichia_coli_MINF_1D,10,0.8173254147040754,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,Escherichia_coli_MINF_1D,10,0.8220356338316609,PRG,Pandora illumina with denovo / PRG
Snippy,Escherichia_coli_MINF_1D,10,0.7349989760393201,LF82,Snippy / LF82 (NC_011993.1)
Snippy,Escherichia_coli_MINF_1D,10,0.8091337292647962,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,Escherichia_coli_MINF_1D,10,0.6184722506655744,C4,Snippy / C4 (CP010121.1)
Snippy,Escherichia_coli_MINF_1D,10,0.462420643047307,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,Escherichia_coli_MINF_1D,10,0.8435388081097686,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,Escherichia_coli_MINF_1D,10,0.546795003071882,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,Escherichia_coli_MINF_1D,10,0.7026418185541675,CE10,Snippy / CE10 (NC_017646.1)
Snippy,Escherichia_coli_MINF_1D,10,0.6432520991193938,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,Escherichia_coli_MINF_1D,10,0.651034200286709,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,Escherichia_coli_MINF_1D,10,0.8040139258652468,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,Escherichia_coli_MINF_1D,10,0.5445422895760803,S21,Snippy / S21 (CP010230.1)
Snippy,Escherichia_coli_MINF_1D,10,0.7872209707147245,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,Escherichia_coli_MINF_1D,10,0.6635265205816097,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,Escherichia_coli_MINF_1D,10,0.8246979315994266,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,Escherichia_coli_MINF_1D,10,0.8435388081097686,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,Escherichia_coli_MINF_1D,10,0.5533483514233053,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,Escherichia_coli_MINF_1D,10,0.8935080892893713,S88,Snippy / S88 (NC_011742.1)
Snippy,Escherichia_coli_MINF_1D,10,0.4464468564407127,H7,Snippy / H7 (CP010171.1)
Snippy,Escherichia_coli_MINF_1D,10,0.4681548228548024,W3110,Snippy / W3110 (NC_007779.1)
Snippy,Escherichia_coli_MINF_1D,10,0.7876305549866885,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,Escherichia_coli_MINF_1D,10,0.4947778005324596,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,Escherichia_coli_MINF_1D,10,0.5855007167724761,C1,Snippy / C1 (CP010116.1)
Snippy,Escherichia_coli_MINF_1D,10,0.5177145197624411,S1,Snippy / S1 (CP010226.1)
Snippy,Escherichia_coli_MINF_1D,10,0.4554577104239198,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,Escherichia_coli_MINF_7C,10,0.8976573005874443,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,Escherichia_coli_MINF_7C,10,0.9026824262155848,PRG,Pandora illumina with denovo / PRG
Snippy,Escherichia_coli_MINF_7C,10,0.7763465213390898,LF82,Snippy / LF82 (NC_011993.1)
Snippy,Escherichia_coli_MINF_7C,10,0.8496708896595654,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,Escherichia_coli_MINF_7C,10,0.8711161441007856,C4,Snippy / C4 (CP010121.1)
