tool,sample,nb_of_samples,recalls_wrt_truth_probes,ref,tool_and_ref
Pandora illumina no denovo,063_STEC,13,0.8376047313947758,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,063_STEC,13,0.8462296697880729,PRG,Pandora illumina with denovo / PRG
Snippy,063_STEC,13,0.9070970921636274,LF82,Snippy / LF82 (NC_011993.1)
Snippy,063_STEC,13,0.921636274026614,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,063_STEC,13,0.8087727944800395,C4,Snippy / C4 (CP010121.1)
Snippy,063_STEC,13,0.7397732873336619,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,063_STEC,13,0.9265648102513554,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,063_STEC,13,0.7028092656481025,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,063_STEC,13,0.8965007392804337,CE10,Snippy / CE10 (NC_017646.1)
Snippy,063_STEC,13,0.8233119763430261,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,063_STEC,13,0.8127156234598324,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,063_STEC,13,0.9162148841793988,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,063_STEC,13,0.7535731887629374,S21,Snippy / S21 (CP010230.1)
Snippy,063_STEC,13,0.9130113356333168,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,063_STEC,13,0.8023656973878758,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,063_STEC,13,0.8997042878265156,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,063_STEC,13,0.9312469196648596,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,063_STEC,13,0.8201084277969443,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,063_STEC,13,0.9536717594874322,S88,Snippy / S88 (NC_011742.1)
Snippy,063_STEC,13,0.7387875800887137,H7,Snippy / H7 (CP010171.1)
Snippy,063_STEC,13,0.7434696895022178,W3110,Snippy / W3110 (NC_007779.1)
Snippy,063_STEC,13,0.9056185312962052,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,063_STEC,13,0.6776737309019222,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,063_STEC,13,0.7991621488417942,C1,Snippy / C1 (CP010116.1)
Snippy,063_STEC,13,0.7286840808279941,S1,Snippy / S1 (CP010226.1)
Snippy,063_STEC,13,0.7321340561853129,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,CFT073,13,0.918595153825211,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,CFT073,13,0.918459025319902,PRG,Pandora illumina with denovo / PRG
Snippy,CFT073,13,0.9607949904710046,LF82,Snippy / LF82 (NC_011993.1)
Snippy,CFT073,13,0.9447318268445412,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,CFT073,13,0.8740811325891642,C4,Snippy / C4 (CP010121.1)
Snippy,CFT073,13,0.8532534712768853,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,CFT073,13,0.942962156275524,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,CFT073,13,0.8234413286142118,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,CFT073,13,0.94078410019058,CE10,Snippy / CE10 (NC_017646.1)
Snippy,CFT073,13,0.8849714130138852,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,CFT073,13,0.9074326163898722,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,CFT073,13,0.942962156275524,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,CFT073,13,0.8625102096378982,S21,Snippy / S21 (CP010230.1)
Snippy,CFT073,13,0.9399673291587258,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,CFT073,13,0.8738088755785461,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,CFT073,13,0.9375170160631636,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,CFT073,13,0.9455485978763952,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,CFT073,13,0.9032126327252928,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,CFT073,13,0.977674925129322,S88,Snippy / S88 (NC_011742.1)
Snippy,CFT073,13,0.8513476722025592,H7,Snippy / H7 (CP010171.1)
Snippy,CFT073,13,0.8584263544786278,W3110,Snippy / W3110 (NC_007779.1)
Snippy,CFT073,13,0.9503130955622108,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,CFT073,13,0.8399128777566023,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,CFT073,13,0.8610127960794991,C1,Snippy / C1 (CP010116.1)
Snippy,CFT073,13,0.8532534712768853,S1,Snippy / S1 (CP010226.1)
Snippy,CFT073,13,0.8706779199564388,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,Escherichia_coli_MINF_1A,13,0.8941648337430457,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,Escherichia_coli_MINF_1A,13,0.8948117479622202,PRG,Pandora illumina with denovo / PRG
Snippy,Escherichia_coli_MINF_1A,13,0.7092767499029629,LF82,Snippy / LF82 (NC_011993.1)
Snippy,Escherichia_coli_MINF_1A,13,0.7158752749385432,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,Escherichia_coli_MINF_1A,13,0.7821192909820158,C4,Snippy / C4 (CP010121.1)
Snippy,Escherichia_coli_MINF_1A,13,0.7848363307025489,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,Escherichia_coli_MINF_1A,13,0.7197567602535904,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,Escherichia_coli_MINF_1A,13,0.7898822616121103,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,Escherichia_coli_MINF_1A,13,0.9407426575236124,CE10,Snippy / CE10 (NC_017646.1)
Snippy,Escherichia_coli_MINF_1A,13,0.8427998447405874,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,Escherichia_coli_MINF_1A,13,0.8787682753266917,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,Escherichia_coli_MINF_1A,13,0.9627377409755468,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,Escherichia_coli_MINF_1A,13,0.8236511838530209,S21,Snippy / S21 (CP010230.1)
Snippy,Escherichia_coli_MINF_1A,13,0.9385431491784192,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,Escherichia_coli_MINF_1A,13,0.8483633070254885,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,Escherichia_coli_MINF_1A,13,0.9447535256824944,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,Escherichia_coli_MINF_1A,13,0.7209212058481046,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,Escherichia_coli_MINF_1A,13,0.8395652736447147,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,Escherichia_coli_MINF_1A,13,0.7467977746150859,S88,Snippy / S88 (NC_011742.1)
Snippy,Escherichia_coli_MINF_1A,13,0.7872946047354121,H7,Snippy / H7 (CP010171.1)
Snippy,Escherichia_coli_MINF_1A,13,0.7907879415189546,W3110,Snippy / W3110 (NC_007779.1)
Snippy,Escherichia_coli_MINF_1A,13,0.7029369905550524,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,Escherichia_coli_MINF_1A,13,0.7977746150860396,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,Escherichia_coli_MINF_1A,13,0.8250743951352051,C1,Snippy / C1 (CP010116.1)
Snippy,Escherichia_coli_MINF_1A,13,0.7584422305602277,S1,Snippy / S1 (CP010226.1)
Snippy,Escherichia_coli_MINF_1A,13,0.7699573036615345,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,Escherichia_coli_MINF_1D,13,0.8983430362740707,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,Escherichia_coli_MINF_1D,13,0.8954321540528437,PRG,Pandora illumina with denovo / PRG
Snippy,Escherichia_coli_MINF_1D,13,0.9228616211374832,LF82,Snippy / LF82 (NC_011993.1)
Snippy,Escherichia_coli_MINF_1D,13,0.9223018360949397,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,Escherichia_coli_MINF_1D,13,0.8344155844155844,C4,Snippy / C4 (CP010121.1)
Snippy,Escherichia_coli_MINF_1D,13,0.7686968204209583,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,Escherichia_coli_MINF_1D,13,0.924652933273623,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,Escherichia_coli_MINF_1D,13,0.7570532915360502,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,Escherichia_coli_MINF_1D,13,0.9064039408866996,CE10,Snippy / CE10 (NC_017646.1)
Snippy,Escherichia_coli_MINF_1D,13,0.8549037169726825,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,Escherichia_coli_MINF_1D,13,0.9075235109717869,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,Escherichia_coli_MINF_1D,13,0.9305866547245858,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,Escherichia_coli_MINF_1D,13,0.8109046126287506,S21,Snippy / S21 (CP010230.1)
Snippy,Escherichia_coli_MINF_1D,13,0.9193909538737124,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,Escherichia_coli_MINF_1D,13,0.8522167487684729,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,Escherichia_coli_MINF_1D,13,0.9345051500223914,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,Escherichia_coli_MINF_1D,13,0.9290192566054636,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,Escherichia_coli_MINF_1D,13,0.8513210927004029,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,Escherichia_coli_MINF_1D,13,0.9638378862516792,S88,Snippy / S88 (NC_011742.1)
Snippy,Escherichia_coli_MINF_1D,13,0.7922077922077922,H7,Snippy / H7 (CP010171.1)
Snippy,Escherichia_coli_MINF_1D,13,0.7744066278549037,W3110,Snippy / W3110 (NC_007779.1)
Snippy,Escherichia_coli_MINF_1D,13,0.9343931930138828,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,Escherichia_coli_MINF_1D,13,0.7757501119570085,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,Escherichia_coli_MINF_1D,13,0.8251231527093597,C1,Snippy / C1 (CP010116.1)
Snippy,Escherichia_coli_MINF_1D,13,0.7682489923869235,S1,Snippy / S1 (CP010226.1)
Snippy,Escherichia_coli_MINF_1D,13,0.7744066278549037,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,Escherichia_coli_MINF_7C,13,0.8694210660545779,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,Escherichia_coli_MINF_7C,13,0.8699311400153023,PRG,Pandora illumina with denovo / PRG
Snippy,Escherichia_coli_MINF_7C,13,0.7036470288191787,LF82,Snippy / LF82 (NC_011993.1)
Snippy,Escherichia_coli_MINF_7C,13,0.7120632491711298,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,Escherichia_coli_MINF_7C,13,0.8093598571792909,C4,Snippy / C4 (CP010121.1)
Snippy,Escherichia_coli_MINF_7C,13,0.7142310635042081,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,Escherichia_coli_MINF_7C,13,0.7147411374649324,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,Escherichia_coli_MINF_7C,13,0.7195868400918133,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,Escherichia_coli_MINF_7C,13,0.9157102779903086,CE10,Snippy / CE10 (NC_017646.1)
Snippy,Escherichia_coli_MINF_7C,13,0.8337158888038766,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,Escherichia_coli_MINF_7C,13,0.8617699566437134,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,Escherichia_coli_MINF_7C,13,0.9447844937515941,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,Escherichia_coli_MINF_7C,13,0.7814333078296353,S21,Snippy / S21 (CP010230.1)
Snippy,Escherichia_coli_MINF_7C,13,0.8973476154042336,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,Escherichia_coli_MINF_7C,13,0.8226217801581229,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,Escherichia_coli_MINF_7C,13,0.9321601632236676,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,Escherichia_coli_MINF_7C,13,0.7181841366998215,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,Escherichia_coli_MINF_7C,13,0.8839581739352206,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,Escherichia_coli_MINF_7C,13,0.7614129048712063,S88,Snippy / S88 (NC_011742.1)
Snippy,Escherichia_coli_MINF_7C,13,0.7276205049732212,H7,Snippy / H7 (CP010171.1)
Snippy,Escherichia_coli_MINF_7C,13,0.7204794695230808,W3110,Snippy / W3110 (NC_007779.1)
Snippy,Escherichia_coli_MINF_7C,13,0.6994389186432033,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,Escherichia_coli_MINF_7C,13,0.7248150981892374,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,Escherichia_coli_MINF_7C,13,0.8070645243560316,C1,Snippy / C1 (CP010116.1)
Snippy,Escherichia_coli_MINF_7C,13,0.6724049987248151,S1,Snippy / S1 (CP010226.1)
Snippy,Escherichia_coli_MINF_7C,13,0.6979086967610304,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,Escherichia_coli_MINF_8D,13,0.9040745628505444,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,Escherichia_coli_MINF_8D,13,0.905641702408446,PRG,Pandora illumina with denovo / PRG
Snippy,Escherichia_coli_MINF_8D,13,0.6775816562190696,LF82,Snippy / LF82 (NC_011993.1)
