tool,sample,nb_of_samples,recalls_wrt_truth_probes,ref,tool_and_ref
Pandora illumina no denovo,063_STEC,3,0.811155186921505,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,063_STEC,3,0.8208919341266979,PRG,Pandora illumina with denovo / PRG
Snippy,063_STEC,3,0.7015266257963697,LF82,Snippy / LF82 (NC_011993.1)
Snippy,063_STEC,3,0.6631806707536964,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,063_STEC,3,0.5266257963697559,C4,Snippy / C4 (CP010121.1)
Snippy,063_STEC,3,0.4727731698521457,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,063_STEC,3,0.6362543574948912,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,063_STEC,3,0.4731337901190047,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,063_STEC,3,0.6144969347277317,CE10,Snippy / CE10 (NC_017646.1)
Snippy,063_STEC,3,0.5135232600072124,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,063_STEC,3,0.5161678086308451,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,063_STEC,3,0.568698160836639,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,063_STEC,3,0.4988580358216132,S21,Snippy / S21 (CP010230.1)
Snippy,063_STEC,3,0.6048803942781584,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,063_STEC,3,0.573746844572665,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,063_STEC,3,0.5858877268902513,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,063_STEC,3,0.6373362182954682,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,063_STEC,3,0.5636494771006131,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,063_STEC,3,0.6916696718355572,S88,Snippy / S88 (NC_011742.1)
Snippy,063_STEC,3,0.5043875465801178,H7,Snippy / H7 (CP010171.1)
Snippy,063_STEC,3,0.4822695035460993,W3110,Snippy / W3110 (NC_007779.1)
Snippy,063_STEC,3,0.715470609448251,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,063_STEC,3,0.4876788075489842,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,063_STEC,3,0.47157110229594895,C1,Snippy / C1 (CP010116.1)
Snippy,063_STEC,3,0.4689265536723164,S1,Snippy / S1 (CP010226.1)
Snippy,063_STEC,3,0.4968145209760789,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,CFT073,3,0.8644756903269524,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,CFT073,3,0.8666779603591395,PRG,Pandora illumina with denovo / PRG
Snippy,CFT073,3,0.7314924614602745,LF82,Snippy / LF82 (NC_011993.1)
Snippy,CFT073,3,0.6819413857360664,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,CFT073,3,0.5287142131119771,C4,Snippy / C4 (CP010121.1)
Snippy,CFT073,3,0.45976622056581395,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,CFT073,3,0.6872776554294426,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,CFT073,3,0.4780620023716754,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,CFT073,3,0.5793664238522785,CE10,Snippy / CE10 (NC_017646.1)
Snippy,CFT073,3,0.5010164323225479,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,CFT073,3,0.4988988649839065,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,CFT073,3,0.5428595629341013,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,CFT073,3,0.4818736235812298,S21,Snippy / S21 (CP010230.1)
Snippy,CFT073,3,0.5508216161273929,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,CFT073,3,0.5163476198543113,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,CFT073,3,0.5663222090462476,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,CFT073,3,0.6873623581229883,EC958,Snippy / EC958 (NZ_HG941718.1)
