tool,sample,recalls_wrt_truth_probes,ref,tool_and_ref
Nanopolish,Escherichia_coli_MSB1_8B,0.9054746636899184,SMS-3-5,Nanopolish / SMS-3-5 (NC_010498.1)
Nanopolish,Escherichia_coli_MINF_9A,0.8521724307738929,LF82,Nanopolish / LF82 (NC_011993.1)
Nanopolish,Escherichia_coli_MSB1_9D,0.9310203441415312,Y5,Nanopolish / Y5 (NZ_CP013483.1)
Nanopolish,Escherichia_coli_MSB2_1A,0.8663919752358336,H7,Nanopolish / H7 (CP010171.1)
Nanopolish,Escherichia_coli_MSB1_7A,0.8996862212987894,VR50,Nanopolish / VR50 (NZ_CP011134.1)
Nanopolish,Escherichia_coli_MSB1_4E,0.8824646038668179,09-00049,Nanopolish / 09-00049 (NZ_CP015228.1)
Nanopolish,CFT073,0.8750034003427546,09-00049,Nanopolish / 09-00049 (NZ_CP015228.1)
Nanopolish,Escherichia_coli_MSB1_8B,0.8598375282125659,C1,Nanopolish / C1 (CP010116.1)
Nanopolish,Escherichia_coli_MINF_7C,0.8395928312692306,S1,Nanopolish / S1 (CP010226.1)
Nanopolish,H131800734,0.8953273747543014,NGF1,Nanopolish / NGF1 (NZ_CP016007.1)
Nanopolish,Escherichia_coli_MSB1_8G,0.9326443874522627,EcRV308Chr,Nanopolish / EcRV308Chr (NZ_LM995446.1)
Nanopolish,Escherichia_coli_MINF_7C,0.9122494471682564,CE10,Nanopolish / CE10 (NC_017646.1)
Nanopolish,Escherichia_coli_MSB2_1A,0.9086965524652768,UMN026,Nanopolish / UMN026 (CU928163.2)
Nanopolish,Escherichia_coli_MSB2_1A,0.9309365981772859,NCTC_13441,Nanopolish / NCTC_13441 (NZ_LT632320.1)
Nanopolish,Escherichia_coli_MSB1_7A,0.8589267920368054,H7,Nanopolish / H7 (CP010171.1)
Pandora nanopore no denovo,Escherichia_coli_MSB1_1A,0.8957495037098568,PRG,Pandora nanopore no denovo / PRG
Nanopolish,Escherichia_coli_MSB1_4E,0.9030713034403072,ECONIH1,Nanopolish / ECONIH1 (NZ_CP009859.1)
Pandora nanopore no denovo,Escherichia_coli_MINF_9A,0.8912594091767545,PRG,Pandora nanopore no denovo / PRG
Pandora nanopore with denovo,Escherichia_coli_MSB1_4E,0.8870811435387082,PRG,Pandora nanopore with denovo / PRG
Nanopolish,Escherichia_coli_MSB1_1A,0.8850296366170611,JJ1886,Nanopolish / JJ1886 (NC_022648.1)
Nanopolish,Escherichia_coli_MSB1_7C,0.8597695287492269,NGF1,Nanopolish / NGF1 (NZ_CP016007.1)
Nanopolish,Escherichia_coli_MINF_1D,0.8751499762364523,VR50,Nanopolish / VR50 (NZ_CP011134.1)
Nanopolish,Escherichia_coli_MSB1_8G,0.90626714898478,S1,Nanopolish / S1 (CP010226.1)
Nanopolish,Escherichia_coli_MSB1_7C,0.8613781616553999,W3110,Nanopolish / W3110 (NC_007779.1)
Nanopolish,063_STEC,0.8623084672074651,C1,Nanopolish / C1 (CP010116.1)
Nanopolish,Escherichia_coli_MSB1_7A,0.9082753832128396,SMS-3-5,Nanopolish / SMS-3-5 (NC_010498.1)
Nanopolish,Escherichia_coli_MSB1_4E,0.8647625437293334,Y5,Nanopolish / Y5 (NZ_CP013483.1)
Nanopolish,Escherichia_coli_MINF_1A,0.8712992810123965,Y5,Nanopolish / Y5 (NZ_CP013483.1)
Nanopolish,Escherichia_coli_MSB1_3B,0.8611886684847977,EC958,Nanopolish / EC958 (NZ_HG941718.1)
Nanopolish,063_STEC,0.8731774561263984,W3110,Nanopolish / W3110 (NC_007779.1)
Nanopolish,Escherichia_coli_MINF_7C,0.8811070863247509,C1,Nanopolish / C1 (CP010116.1)
Nanopolish,063_STEC,0.909416255765866,09-00049,Nanopolish / 09-00049 (NZ_CP015228.1)
Nanopolish,Escherichia_coli_MSB1_9D,0.8827233026139456,JJ1886,Nanopolish / JJ1886 (NC_022648.1)
Nanopolish,Escherichia_coli_MINF_8D,0.9207050477614848,MRSN346647,Nanopolish / MRSN346647 (CP018206.1)
Pandora nanopore no denovo,Escherichia_coli_MINF_1D,0.8906577683536016,PRG,Pandora nanopore no denovo / PRG
Nanopolish,Escherichia_coli_MSB1_3B,0.9134675939315148,CE10,Nanopolish / CE10 (NC_017646.1)
Nanopolish,Escherichia_coli_MSB1_6C,0.8444152042857719,NGF1,Nanopolish / NGF1 (NZ_CP016007.1)
Nanopolish,H131800734,0.963957538705564,H6,Nanopolish / H6 (CP010170.1)
Nanopolish,Escherichia_coli_MSB2_1A,0.8812064405704565,C4,Nanopolish / C4 (CP010121.1)
Nanopolish,Escherichia_coli_MSB1_4I,0.8408436376910008,EcRV308Chr,Nanopolish / EcRV308Chr (NZ_LM995446.1)
Pandora nanopore with denovo,063_STEC,0.8934308891363131,PRG,Pandora nanopore with denovo / PRG
Nanopolish,Escherichia_coli_MSB1_6C,0.8591764121430202,H6,Nanopolish / H6 (CP010170.1)
Nanopolish,Escherichia_coli_MSB1_7A,0.8996199673500541,09-00049,Nanopolish / 09-00049 (NZ_CP015228.1)
Nanopolish,063_STEC,0.8753998550801477,H6,Nanopolish / H6 (CP010170.1)
Nanopolish,Escherichia_coli_MSB1_9D,0.9342757370038828,W3110,Nanopolish / W3110 (NC_007779.1)
Nanopolish,Escherichia_coli_MINF_1D,0.8505090052213333,H7,Nanopolish / H7 (CP010171.1)
Nanopolish,Escherichia_coli_MINF_1D,0.8715605172809183,C4,Nanopolish / C4 (CP010121.1)
Nanopolish,Escherichia_coli_MSB1_6C,0.8557687401817962,NCTC_13441,Nanopolish / NCTC_13441 (NZ_LT632320.1)
Nanopolish,Escherichia_coli_MSB1_3B,0.8495906502296089,EcRV308Chr,Nanopolish / EcRV308Chr (NZ_LM995446.1)
Nanopolish,Escherichia_coli_MSB1_8B,0.8476888103056327,H6,Nanopolish / H6 (CP010170.1)
Nanopolish,CFT073,0.8771446447516196,C4,Nanopolish / C4 (CP010121.1)
Nanopolish,Escherichia_coli_MSB1_8B,0.8276663760534728,S1,Nanopolish / S1 (CP010226.1)
Nanopolish,Escherichia_coli_MINF_7C,0.9151455148004768,ECONIH1,Nanopolish / ECONIH1 (NZ_CP009859.1)
Nanopolish,ST38,0.925854605515503,MRSN346647,Nanopolish / MRSN346647 (CP018206.1)
Nanopolish,Escherichia_coli_MINF_1A,0.8926008229920995,MRSN346647,Nanopolish / MRSN346647 (CP018206.1)
Nanopolish,Escherichia_coli_MINF_8D,0.9544360592047584,Y5,Nanopolish / Y5 (NZ_CP013483.1)
Nanopolish,Escherichia_coli_MINF_9A,0.8966005205824896,VR50,Nanopolish / VR50 (NZ_CP011134.1)
Nanopolish,Escherichia_coli_MSB1_8G,0.874836209696386,LF82,Nanopolish / LF82 (NC_011993.1)
Nanopolish,H131800734,0.9538414576742142,H7,Nanopolish / H7 (CP010171.1)
Nanopolish,Escherichia_coli_MSB1_6C,0.852441627841405,EcRV308Chr,Nanopolish / EcRV308Chr (NZ_LM995446.1)
Nanopolish,Escherichia_coli_MSB1_9D,0.8817243950830634,EC958,Nanopolish / EC958 (NZ_HG941718.1)
Nanopolish,Escherichia_coli_MSB1_8G,0.9749162849559306,MRSN346595,Nanopolish / MRSN346595 (NZ_CP018109.1)
Nanopolish,Escherichia_coli_MINF_7C,0.8602951202594308,H7,Nanopolish / H7 (CP010171.1)
Pandora nanopore with denovo,Escherichia_coli_MINF_1A,0.8894839180625448,PRG,Pandora nanopore with denovo / PRG
Nanopolish,CFT073,0.8480143941366433,C1,Nanopolish / C1 (CP010116.1)
Nanopolish,Escherichia_coli_MSB1_4I,0.8701503313409041,S88,Nanopolish / S88 (NC_011742.1)
Nanopolish,Escherichia_coli_MSB1_4I,0.9270647409797168,CE10,Nanopolish / CE10 (NC_017646.1)
Nanopolish,Escherichia_coli_MSB1_6C,0.8346352663166798,S1,Nanopolish / S1 (CP010226.1)
Nanopolish,Escherichia_coli_MSB1_4I,0.904140620596548,UMN026,Nanopolish / UMN026 (CU928163.2)
Nanopolish,Escherichia_coli_MINF_9A,0.8684473978992711,H7,Nanopolish / H7 (CP010171.1)
Nanopolish,Escherichia_coli_MSB1_3B,0.9086889185003392,C1,Nanopolish / C1 (CP010116.1)
Nanopolish,Escherichia_coli_MSB1_7A,0.8332520618228847,LF82,Nanopolish / LF82 (NC_011993.1)
Nanopolish,Escherichia_coli_MSB1_9D,0.9240555095391542,ST648,Nanopolish / ST648 (NZ_CP008697.1)
Nanopolish,Escherichia_coli_MSB2_1A,0.8679908471137742,MRSN346595,Nanopolish / MRSN346595 (NZ_CP018109.1)
Nanopolish,Escherichia_coli_MINF_7C,0.8635646827961133,W3110,Nanopolish / W3110 (NC_007779.1)
Nanopolish,063_STEC,0.9100789989926305,ECONIH1,Nanopolish / ECONIH1 (NZ_CP009859.1)
Nanopolish,063_STEC,0.9291350759061908,NGF1,Nanopolish / NGF1 (NZ_CP016007.1)
Nanopolish,Escherichia_coli_MSB2_1A,0.924839916229598,LF82,Nanopolish / LF82 (NC_011993.1)
Nanopolish,Escherichia_coli_MSB1_4E,0.8551673828426596,EcRV308Chr,Nanopolish / EcRV308Chr (NZ_LM995446.1)
Nanopolish,Escherichia_coli_MINF_7C,0.8581134357381267,LF82,Nanopolish / LF82 (NC_011993.1)
Nanopolish,Escherichia_coli_MINF_9A,0.9103862159280924,SMS-3-5,Nanopolish / SMS-3-5 (NC_010498.1)
Nanopolish,H131800734,0.9362053570154992,SMS-3-5,Nanopolish / SMS-3-5 (NC_010498.1)
Nanopolish,Escherichia_coli_MSB1_7A,0.8688754849789048,Y5,Nanopolish / Y5 (NZ_CP013483.1)
Nanopolish,H131800734,0.9343224992939284,ECONIH1,Nanopolish / ECONIH1 (NZ_CP009859.1)
Nanopolish,Escherichia_coli_MINF_1A,0.8528594776519531,EcRV308Chr,Nanopolish / EcRV308Chr (NZ_LM995446.1)
Nanopolish,Escherichia_coli_MINF_1D,0.9219425620095651,LF82,Nanopolish / LF82 (NC_011993.1)
Nanopolish,Escherichia_coli_MSB2_1A,0.9070478796599908,ECONIH1,Nanopolish / ECONIH1 (NZ_CP009859.1)
Pandora nanopore with denovo,Escherichia_coli_MSB1_4I,0.8698953504913078,PRG,Pandora nanopore with denovo / PRG
Nanopolish,Escherichia_coli_MSB1_6C,0.9051893822419742,C4,Nanopolish / C4 (CP010121.1)
Nanopolish,H131800734,0.8972672887704654,LF82,Nanopolish / LF82 (NC_011993.1)
Nanopolish,Escherichia_coli_MSB1_7A,0.8598569974770496,H6,Nanopolish / H6 (CP010170.1)
Nanopolish,Escherichia_coli_MINF_1D,0.8446927522841257,H6,Nanopolish / H6 (CP010170.1)
Nanopolish,Escherichia_coli_MSB1_7C,0.912667238142775,ST648,Nanopolish / ST648 (NZ_CP008697.1)
Nanopolish,H131800734,0.9549569082335084,W3110,Nanopolish / W3110 (NC_007779.1)
Pandora nanopore with denovo,Escherichia_coli_MSB1_1A,0.8933363368859729,PRG,Pandora nanopore with denovo / PRG
Nanopolish,Escherichia_coli_MSB2_1A,0.9134984103019772,SMS-3-5,Nanopolish / SMS-3-5 (NC_010498.1)
Nanopolish,Escherichia_coli_MINF_1D,0.9166348157577248,JJ1886,Nanopolish / JJ1886 (NC_022648.1)
Nanopolish,Escherichia_coli_MINF_9A,0.8906533256129832,09-00049,Nanopolish / 09-00049 (NZ_CP015228.1)
Nanopolish,063_STEC,0.930363360019794,LF82,Nanopolish / LF82 (NC_011993.1)
Nanopolish,Escherichia_coli_MSB1_8G,0.9335095362354549,H6,Nanopolish / H6 (CP010170.1)
Nanopolish,Escherichia_coli_MSB1_3B,0.8983180035515721,09-00049,Nanopolish / 09-00049 (NZ_CP015228.1)
Nanopolish,ST38,0.8492330011715682,S88,Nanopolish / S88 (NC_011742.1)
Nanopolish,Escherichia_coli_MINF_1D,0.8431173786314191,Y5,Nanopolish / Y5 (NZ_CP013483.1)
Nanopolish,Escherichia_coli_MSB1_7A,0.8608375559183328,NCTC_13441,Nanopolish / NCTC_13441 (NZ_LT632320.1)
Nanopolish,Escherichia_coli_MSB1_7C,0.853025748977311,EcRV308Chr,Nanopolish / EcRV308Chr (NZ_LM995446.1)
Nanopolish,Escherichia_coli_MINF_8D,0.9326267957114944,W3110,Nanopolish / W3110 (NC_007779.1)
Nanopolish,Escherichia_coli_MSB1_7A,0.8700124027392032,MRSN346595,Nanopolish / MRSN346595 (NZ_CP018109.1)
Nanopolish,Escherichia_coli_MSB1_7A,0.8677226662709098,S88,Nanopolish / S88 (NC_011742.1)
Nanopolish,Escherichia_coli_MSB1_1A,0.9623298182381348,VR50,Nanopolish / VR50 (NZ_CP011134.1)
Nanopolish,Escherichia_coli_MSB1_3B,0.8357114090875919,LF82,Nanopolish / LF82 (NC_011993.1)
Nanopolish,Escherichia_coli_MSB1_3B,0.9184084416058296,UMN026,Nanopolish / UMN026 (CU928163.2)
Pandora nanopore no denovo,H131800734,0.8950848855022808,PRG,Pandora nanopore no denovo / PRG
Nanopolish,Escherichia_coli_MSB1_7C,0.8891860805781313,C1,Nanopolish / C1 (CP010116.1)
Nanopolish,Escherichia_coli_MSB1_4I,0.8733684580637022,EC958,Nanopolish / EC958 (NZ_HG941718.1)
Nanopolish,Escherichia_coli_MSB1_8G,0.8763509200255345,NGF1,Nanopolish / NGF1 (NZ_CP016007.1)
Nanopolish,063_STEC,0.8750419737376951,H7,Nanopolish / H7 (CP010171.1)
Nanopolish,Escherichia_coli_MINF_1A,0.958976363201788,SMS-3-5,Nanopolish / SMS-3-5 (NC_010498.1)
Nanopolish,063_STEC,0.9372028701200008,JJ1886,Nanopolish / JJ1886 (NC_022648.1)
Nanopolish,H131800734,0.8987906918360999,JJ1886,Nanopolish / JJ1886 (NC_022648.1)
Nanopolish,Escherichia_coli_MSB1_1A,0.9723626226646204,MRSN346595,Nanopolish / MRSN346595 (NZ_CP018109.1)
Nanopolish,Escherichia_coli_MINF_8D,0.9124248623311728,UMN026,Nanopolish / UMN026 (CU928163.2)
Nanopolish,Escherichia_coli_MSB1_4E,0.8992534730542111,VR50,Nanopolish / VR50 (NZ_CP011134.1)
Nanopolish,Escherichia_coli_MINF_1A,0.9013216968882628,UMN026,Nanopolish / UMN026 (CU928163.2)
Nanopolish,Escherichia_coli_MINF_7C,0.919076104033152,C4,Nanopolish / C4 (CP010121.1)
Nanopolish,Escherichia_coli_MSB1_7C,0.9757782745038466,UMN026,Nanopolish / UMN026 (CU928163.2)
Nanopolish,H131800734,0.9362367379775256,MRSN346595,Nanopolish / MRSN346595 (NZ_CP018109.1)
Nanopolish,CFT073,0.9026996778418122,ST648,Nanopolish / ST648 (NZ_CP008697.1)
Nanopolish,CFT073,0.8589693269653009,H7,Nanopolish / H7 (CP010171.1)
Nanopolish,Escherichia_coli_MINF_1A,0.8949231594111149,EC958,Nanopolish / EC958 (NZ_HG941718.1)
Nanopolish,CFT073,0.9109226781488146,CE10,Nanopolish / CE10 (NC_017646.1)
Nanopolish,Escherichia_coli_MSB1_1A,0.9267264561363988,UMN026,Nanopolish / UMN026 (CU928163.2)
Nanopolish,Escherichia_coli_MSB1_6C,0.8757663233931712,S21,Nanopolish / S21 (CP010230.1)
Nanopolish,Escherichia_coli_MSB1_4I,0.9168708750137556,SMS-3-5,Nanopolish / SMS-3-5 (NC_010498.1)
Nanopolish,Escherichia_coli_MSB2_1A,0.8647668923435006,EcRV308Chr,Nanopolish / EcRV308Chr (NZ_LM995446.1)
Nanopolish,CFT073,0.9553058948341993,S88,Nanopolish / S88 (NC_011742.1)
Nanopolish,Escherichia_coli_MSB1_9D,0.8849880433795546,NGF1,Nanopolish / NGF1 (NZ_CP016007.1)
Nanopolish,Escherichia_coli_MSB2_1A,0.8610475494012094,C1,Nanopolish / C1 (CP010116.1)
Nanopolish,Escherichia_coli_MINF_7C,0.9137048915975504,SMS-3-5,Nanopolish / SMS-3-5 (NC_010498.1)
Nanopolish,Escherichia_coli_MSB1_8B,0.8749847224372398,S88,Nanopolish / S88 (NC_011742.1)
Pandora nanopore no denovo,Escherichia_coli_MINF_8D,0.8939334032421653,PRG,Pandora nanopore no denovo / PRG
Nanopolish,Escherichia_coli_MINF_8D,0.922851019694808,EcRV308Chr,Nanopolish / EcRV308Chr (NZ_LM995446.1)
Nanopolish,Escherichia_coli_MSB1_1A,0.9271798048629396,H6,Nanopolish / H6 (CP010170.1)
Nanopolish,Escherichia_coli_MSB1_6C,0.947152888733737,MRSN346647,Nanopolish / MRSN346647 (CP018206.1)
Nanopolish,Escherichia_coli_MSB1_4I,0.8740314082726524,JJ1886,Nanopolish / JJ1886 (NC_022648.1)
Nanopolish,Escherichia_coli_MSB1_4E,0.8888036932317375,UMN026,Nanopolish / UMN026 (CU928163.2)
Pandora nanopore no denovo,Escherichia_coli_MSB2_1A,0.8742919749737235,PRG,Pandora nanopore no denovo / PRG
Nanopolish,Escherichia_coli_MSB1_3B,0.8583398427469816,JJ1886,Nanopolish / JJ1886 (NC_022648.1)
Nanopolish,Escherichia_coli_MSB2_1A,0.8522904494926858,S1,Nanopolish / S1 (CP010226.1)
Nanopolish,Escherichia_coli_MSB1_4I,0.8451004758747857,LF82,Nanopolish / LF82 (NC_011993.1)
Nanopolish,Escherichia_coli_MINF_9A,0.8418690101897799,S1,Nanopolish / S1 (CP010226.1)
Nanopolish,Escherichia_coli_MINF_1D,0.9456695504202658,S88,Nanopolish / S88 (NC_011742.1)
Nanopolish,Escherichia_coli_MSB1_8G,0.9286294251380318,UMN026,Nanopolish / UMN026 (CU928163.2)
Nanopolish,Escherichia_coli_MSB1_1A,0.9337913751108732,ECONIH1,Nanopolish / ECONIH1 (NZ_CP009859.1)
Nanopolish,ST38,0.8931237556980224,C1,Nanopolish / C1 (CP010116.1)
Nanopolish,Escherichia_coli_MINF_1D,0.8931005945872288,CE10,Nanopolish / CE10 (NC_017646.1)
Nanopolish,Escherichia_coli_MINF_1D,0.8366131460610673,EcRV308Chr,Nanopolish / EcRV308Chr (NZ_LM995446.1)
Nanopolish,Escherichia_coli_MSB1_4I,0.8910936531240522,MRSN346647,Nanopolish / MRSN346647 (CP018206.1)
Nanopolish,ST38,0.8241864906966003,S1,Nanopolish / S1 (CP010226.1)
Nanopolish,Escherichia_coli_MSB1_1A,0.9485716699283372,Y5,Nanopolish / Y5 (NZ_CP013483.1)
Nanopolish,Escherichia_coli_MSB1_9D,0.924228873656084,MRSN346647,Nanopolish / MRSN346647 (CP018206.1)
Nanopolish,CFT073,0.8818973523959787,VR50,Nanopolish / VR50 (NZ_CP011134.1)
Pandora nanopore no denovo,Escherichia_coli_MSB1_4I,0.8571865681456451,PRG,Pandora nanopore no denovo / PRG
Nanopolish,Escherichia_coli_MSB1_7C,0.8470361006521339,LF82,Nanopolish / LF82 (NC_011993.1)
Nanopolish,ST38,0.8499844747643165,Y5,Nanopolish / Y5 (NZ_CP013483.1)
Nanopolish,ST38,0.8981231425164449,UMN026,Nanopolish / UMN026 (CU928163.2)
Nanopolish,Escherichia_coli_MINF_7C,0.8558606093302584,EcRV308Chr,Nanopolish / EcRV308Chr (NZ_LM995446.1)
Nanopolish,H131800734,0.9583888443532812,VR50,Nanopolish / VR50 (NZ_CP011134.1)
Nanopolish,Escherichia_coli_MINF_1A,0.8944160567438195,NCTC_13441,Nanopolish / NCTC_13441 (NZ_LT632320.1)
Pandora nanopore with denovo,Escherichia_coli_MSB1_3B,0.8886525378604616,PRG,Pandora nanopore with denovo / PRG
Nanopolish,Escherichia_coli_MSB1_1A,0.9357483773776172,W3110,Nanopolish / W3110 (NC_007779.1)
Nanopolish,Escherichia_coli_MINF_8D,0.8841433016451496,EC958,Nanopolish / EC958 (NZ_HG941718.1)
Nanopolish,Escherichia_coli_MSB1_4I,0.9132474629405464,ST648,Nanopolish / ST648 (NZ_CP008697.1)
Nanopolish,Escherichia_coli_MSB1_8G,0.9337475221466888,ST648,Nanopolish / ST648 (NZ_CP008697.1)
Nanopolish,Escherichia_coli_MSB1_6C,0.8648155856013104,S88,Nanopolish / S88 (NC_011742.1)
Nanopolish,Escherichia_coli_MSB1_7C,0.8953629054134702,VR50,Nanopolish / VR50 (NZ_CP011134.1)
Nanopolish,Escherichia_coli_MSB2_1A,0.9384093583805788,S88,Nanopolish / S88 (NC_011742.1)
Nanopolish,Escherichia_coli_MSB1_9D,0.9162238543521272,C4,Nanopolish / C4 (CP010121.1)
Nanopolish,063_STEC,0.8679815492285669,Y5,Nanopolish / Y5 (NZ_CP013483.1)
Nanopolish,Escherichia_coli_MSB1_4I,0.8575623293976815,NGF1,Nanopolish / NGF1 (NZ_CP016007.1)
Pandora nanopore with denovo,Escherichia_coli_MSB1_7C,0.8804104862248939,PRG,Pandora nanopore with denovo / PRG
Nanopolish,Escherichia_coli_MINF_1D,0.9520574579318734,NGF1,Nanopolish / NGF1 (NZ_CP016007.1)
Nanopolish,Escherichia_coli_MSB1_4I,0.8672650217270524,09-00049,Nanopolish / 09-00049 (NZ_CP015228.1)
Nanopolish,063_STEC,0.9153058339077108,ST648,Nanopolish / ST648 (NZ_CP008697.1)
Nanopolish,Escherichia_coli_MSB1_9D,0.8931966967256196,S88,Nanopolish / S88 (NC_011742.1)
Nanopolish,H131800734,0.9338403736046172,CE10,Nanopolish / CE10 (NC_017646.1)
Nanopolish,Escherichia_coli_MINF_8D,0.9219456430179986,S21,Nanopolish / S21 (CP010230.1)
Nanopolish,Escherichia_coli_MSB1_4I,0.8832214548938877,C4,Nanopolish / C4 (CP010121.1)
